Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result,Match Date
VCT 2026: EMEA Stage 2,Playoffs,Lower Round 3,Team Liquid vs Fire Flux Esports,Team Liquid,Fire Flux Esports,2,0,Team Liquid won,"Friday, August 28 10:00 PM IST Patch 13.04"
VCT 2026: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs LOUD,NRG,LOUD,2,1,NRG won,"Saturday, August 29 2:30 AM IST Patch 13.04"
VCT 2026: Americas Stage 2,Playoffs,Upper Semifinals,100 Thieves vs LEVIATÁN,100 Thieves,LEVIATÁN,2,0,100 Thieves won,"Saturday, August 29 5:50 AM IST Patch 13.04"
VCT 2026: Pacific Stage 2,Playoffs,Lower Round 2,VARREL vs Paper Rex,VARREL,Paper Rex,2,1,VARREL won,"Saturday, August 29 1:30 PM IST Patch 13.04"
VCT 2026: EMEA Stage 2,Playoffs,Lower Final,FUT Esports vs Team Liquid,FUT Esports,Team Liquid,0,3,Team Liquid won,"Saturday, August 29 8:30 PM IST Patch 13.04"
VCT 2026: Pacific Stage 2,Playoffs,Lower Round 2,Gen.G vs T1,Gen.G,T1,0,2,T1 won,"Saturday, August 29 4:30 PM IST Patch 13.04"
VCT 2026: Americas Stage 2,Playoffs,Lower Round 1,MIBR vs Evil Geniuses,MIBR,Evil Geniuses,2,1,MIBR won,"Sunday, August 30 5:30 AM IST Patch 13.04"
VCT 2026: Americas Stage 2,Playoffs,Lower Round 2,LEVIATÁN vs G2 Esports,LEVIATÁN,G2 Esports,1,2,G2 Esports won,"Monday, August 31 2:30 AM IST Patch 13.04"
VCT 2026: Americas Stage 2,Playoffs,Lower Round 2,LOUD vs MIBR,LOUD,MIBR,2,0,LOUD won,"Monday, August 31 5:40 AM IST Patch 13.04"
VCT 2026: EMEA Stage 2,Playoffs,Grand Final,Karmine Corp vs Team Liquid,Karmine Corp,Team Liquid,3,1,Karmine Corp won,"Sunday, August 30 8:30 PM IST Patch 13.04"
VCT 2026: China Stage 2,Main Event,Play-Ins: Upper Round 1,Trace Esports vs A Team,Trace Esports,A Team,2,0,Trace Esports won,"Wednesday, August 5 1:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Upper Round 1,Titan Esports Club vs KeepBest Gaming,Titan Esports Club,KeepBest Gaming,2,1,Titan Esports Club won,"Wednesday, August 5 3:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Upper Quarterfinals,FunPlus Phoenix vs JDG Esports,FunPlus Phoenix,JDG Esports,1,2,JDG Esports won,"Thursday, August 6 1:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Round 1,GIANTX vs Eintracht Frankfurt,GIANTX,Eintracht Frankfurt,2,1,GIANTX won,"Thursday, August 6 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Round 1,Natus Vincere vs Joblife,Natus Vincere,Joblife,1,2,Joblife won,"Thursday, August 6 11:50 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Upper Quarterfinals,All Gamers vs Trace Esports,All Gamers,Trace Esports,2,1,All Gamers won,"Friday, August 7 1:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Upper Quarterfinals,EDward Gaming vs Titan Esports Club,EDward Gaming,Titan Esports Club,1,2,Titan Esports Club won,"Friday, August 7 4:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Round 1,PCIFIC Esports vs Fire Flux Esports,PCIFIC Esports,Fire Flux Esports,0,2,Fire Flux Esports won,"Friday, August 7 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Round 1,FNATIC vs Enterprise Esports,FNATIC,Enterprise Esports,1,2,Enterprise Esports won,"Friday, August 7 10:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Lower Round 1,A Team vs Wolves Esports,A Team,Wolves Esports,1,2,Wolves Esports won,"Saturday, August 8 1:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Lower Round 1,KeepBest Gaming vs FunPlus Phoenix,KeepBest Gaming,FunPlus Phoenix,0,2,FunPlus Phoenix won,"Saturday, August 8 5:05 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Quarterfinals,FUT Esports vs GIANTX,FUT Esports,GIANTX,2,0,FUT Esports won,"Saturday, August 8 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Quarterfinals,Eternal Fire vs Joblife,Eternal Fire,Joblife,2,1,Eternal Fire won,"Saturday, August 8 10:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Lower Round 2,EDward Gaming vs Wolves Esports,EDward Gaming,Wolves Esports,2,1,EDward Gaming won,"Sunday, August 9 1:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Quarterfinals,Team Heretics vs Fire Flux Esports,Team Heretics,Fire Flux Esports,1,2,Fire Flux Esports won,"Sunday, August 9 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Quarterfinals,Gentle Mates vs Enterprise Esports,Gentle Mates,Enterprise Esports,0,2,Enterprise Esports won,"Sunday, August 9 11:35 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Upper Semifinals,All Gamers vs JD Gaming,All Gamers,JD Gaming,2,0,All Gamers won,"Monday, August 10 1:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Lower Round 3,JD Gaming vs EDward Gaming,JD Gaming,EDward Gaming,2,0,JD Gaming won,"Tuesday, August 11 1:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Lower Round 3,Dragon Ranger Gaming vs Trace Esports,Dragon Ranger Gaming,Trace Esports,1,2,Trace Esports won,"Tuesday, August 11 3:35 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Upper Final,All Gamers vs Titan Esports Club,All Gamers,Titan Esports Club,1,2,Titan Esports Club won,"Wednesday, August 12 1:30 PM IST"
VCT 2026: China Stage 2,Main Event,Play-Ins: Lower Final,JD Gaming vs Trace Esports,JD Gaming,Trace Esports,0,2,Trace Esports won,"Wednesday, August 12 5:15 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 1,Gentle Mates vs Eintracht Frankfurt,Gentle Mates,Eintracht Frankfurt,0,2,Eintracht Frankfurt won,"Wednesday, August 12 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 1,Team Heretics vs Natus Vincere,Team Heretics,Natus Vincere,2,1,Team Heretics won,"Wednesday, August 12 10:55 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Round 1,Kiwoom DRX vs ONSIDE GAMING,Kiwoom DRX,ONSIDE GAMING,2,0,Kiwoom DRX won,"Thursday, August 13 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Round 1,Rex Regum Qeon vs Sharper Esports,Rex Regum Qeon,Sharper Esports,1,2,Sharper Esports won,"Thursday, August 13 3:55 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 1,Joblife vs PCIFIC Esports,Joblife,PCIFIC Esports,2,1,Joblife won,"Thursday, August 13 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 1,GIANTX vs FNATIC,GIANTX,FNATIC,0,2,FNATIC won,"Thursday, August 13 11:30 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Round 1,KRÜ Esports vs BESTIA,KRÜ Esports,BESTIA,2,1,KRÜ Esports won,"Friday, August 14 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Round 1,ENVY vs M80,ENVY,M80,2,0,ENVY won,"Friday, August 14 5:25 AM IST"
VCT 2026: China Stage 2,Playoffs,Upper Quarterfinals,Nova Esports vs JD Gaming,Nova Esports,JD Gaming,0,2,JD Gaming won,"Friday, August 14 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Round 1,FULL SENSE vs QT DIG∞,FULL SENSE,QT DIG∞,2,1,FULL SENSE won,"Friday, August 14 1:30 PM IST"
VCT 2026: China Stage 2,Playoffs,Upper Quarterfinals,TYLOO vs Titan Esports Club,TYLOO,Titan Esports Club,2,0,TYLOO won,"Friday, August 14 4:00 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Round 1,Team Secret vs Xipto Esports,Team Secret,Xipto Esports,2,0,Team Secret won,"Friday, August 14 4:15 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 2,Eintracht Frankfurt vs Team Heretics,Eintracht Frankfurt,Team Heretics,2,0,Eintracht Frankfurt won,"Friday, August 14 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 2,Joblife vs FNATIC,Joblife,FNATIC,2,0,Joblife won,"Friday, August 14 11:00 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Round 1,FURIA vs 2Game Esports,FURIA,2Game Esports,2,1,FURIA won,"Saturday, August 15 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Round 1,Cloud9 vs Fluxo W7M,Cloud9,Fluxo W7M,2,1,Cloud9 won,"Saturday, August 15 5:50 AM IST"
VCT 2026: China Stage 2,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Trace Esports,Bilibili Gaming,Trace Esports,2,1,Bilibili Gaming won,"Saturday, August 15 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Quarterfinals,ZETA DIVISION vs Kiwoom DRX,ZETA DIVISION,Kiwoom DRX,1,2,Kiwoom DRX won,"Saturday, August 15 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Quarterfinals,DetonatioN FocusMe vs Sharper Esports,DetonatioN FocusMe,Sharper Esports,1,2,Sharper Esports won,"Saturday, August 15 4:50 PM IST"
VCT 2026: China Stage 2,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,All Gamers,2,1,Xi Lai Gaming won,"Saturday, August 15 5:00 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Semifinals,Fire Flux Esports vs Enterprise Esports,Fire Flux Esports,Enterprise Esports,0,2,Enterprise Esports won,"Saturday, August 15 8:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Upper Semifinals,FUT Esports vs Eternal Fire,FUT Esports,Eternal Fire,2,0,FUT Esports won,"Saturday, August 15 11:00 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Quarterfinals,MIBR vs KRÜ Esports,MIBR,KRÜ Esports,2,0,MIBR won,"Sunday, August 16 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Quarterfinals,Sentinels vs ENVY,Sentinels,ENVY,0,2,ENVY won,"Sunday, August 16 4:35 AM IST"
VCT 2026: China Stage 2,Playoffs,Lower Round 1,Titan Esports Club vs Nova Esports,Titan Esports Club,Nova Esports,0,2,Nova Esports won,"Sunday, August 16 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Quarterfinals,T1 vs FULL SENSE,T1,FULL SENSE,2,0,T1 won,"Sunday, August 16 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Quarterfinals,Nongshim RedForce vs Team Secret,Nongshim RedForce,Team Secret,2,0,Nongshim RedForce won,"Sunday, August 16 3:20 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 3,Eternal Fire vs Eintracht Frankfurt,Eternal Fire,Eintracht Frankfurt,0,2,Eintracht Frankfurt won,"Sunday, August 16 6:30 PM IST"
VCT 2026: EMEA Stage 2,Main Event,Play-Ins: Lower Round 3,Fire Flux Esports vs Joblife,Fire Flux Esports,Joblife,2,0,Fire Flux Esports won,"Sunday, August 16 8:40 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Quarterfinals,G2 Esports vs FURIA,G2 Esports,FURIA,1,2,FURIA won,"Monday, August 17 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Quarterfinals,Evil Geniuses vs Cloud9,Evil Geniuses,Cloud9,2,1,Evil Geniuses won,"Monday, August 17 6:10 AM IST"
VCT 2026: China Stage 2,Playoffs,Upper Semifinals,TYLOO vs JD Gaming,TYLOO,JD Gaming,1,2,JD Gaming won,"Wednesday, August 19 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 1,Team Secret vs ONSIDE GAMING,Team Secret,ONSIDE GAMING,0,2,ONSIDE GAMING won,"Wednesday, August 19 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 1,FULL SENSE vs Rex Regum Qeon,FULL SENSE,Rex Regum Qeon,2,1,FULL SENSE won,"Wednesday, August 19 3:55 PM IST"
VCT 2026: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,Bilibili Gaming,1,2,Bilibili Gaming won,"Wednesday, August 19 5:15 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 1,Cloud9 vs BESTIA,Cloud9,BESTIA,0,2,BESTIA won,"Thursday, August 20 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 1,G2 Esports vs M80,G2 Esports,M80,2,0,G2 Esports won,"Thursday, August 20 4:50 AM IST"
VCT 2026: China Stage 2,Playoffs,Lower Round 2,TYLOO vs All Gamers,TYLOO,All Gamers,2,0,TYLOO won,"Thursday, August 20 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 1,DetonatioN FocusMe vs QT DIG∞,DetonatioN FocusMe,QT DIG∞,2,1,DetonatioN FocusMe won,"Thursday, August 20 1:30 PM IST"
VCT 2026: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs Nova Esports,Xi Lai Gaming,Nova Esports,1,2,Nova Esports won,"Thursday, August 20 4:05 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 1,ZETA DIVISION vs Xipto Esports,ZETA DIVISION,Xipto Esports,2,1,ZETA DIVISION won,"Thursday, August 20 4:30 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Upper Round 1,Team Vitality vs Enterprise Esports,Team Vitality,Enterprise Esports,1,2,Enterprise Esports won,"Thursday, August 20 8:30 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Upper Round 1,Team Liquid vs FUT Esports,Team Liquid,FUT Esports,0,2,FUT Esports won,"Thursday, August 20 11:30 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 1,Sentinels vs 2Game Esports,Sentinels,2Game Esports,2,0,Sentinels won,"Friday, August 21 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 1,KRÜ Esports vs Fluxo W7M,KRÜ Esports,Fluxo W7M,2,0,KRÜ Esports won,"Friday, August 21 5:00 AM IST"
VCT 2026: China Stage 2,Playoffs,Upper Final,JD Gaming vs Bilibili Gaming,JD Gaming,Bilibili Gaming,2,0,JD Gaming won,"Friday, August 21 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Semifinals,Kiwoom DRX vs Sharper Esports,Kiwoom DRX,Sharper Esports,2,1,Kiwoom DRX won,"Friday, August 21 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Upper Semifinals,T1 vs Nongshim RedForce,T1,Nongshim RedForce,0,2,Nongshim RedForce won,"Friday, August 21 4:55 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Upper Semifinals,Karmine Corp vs Enterprise Esports,Karmine Corp,Enterprise Esports,2,1,Karmine Corp won,"Friday, August 21 8:30 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Upper Semifinals,BBL Esports vs FUT Esports,BBL Esports,FUT Esports,1,2,FUT Esports won,"Friday, August 21 11:45 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Semifinals,MIBR vs ENVY,MIBR,ENVY,2,1,MIBR won,"Saturday, August 22 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Upper Semifinals,FURIA vs Evil Geniuses,FURIA,Evil Geniuses,2,1,FURIA won,"Saturday, August 22 5:30 AM IST"
VCT 2026: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs TYLOO,Bilibili Gaming,TYLOO,0,3,TYLOO won,"Saturday, August 22 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 2,ONSIDE GAMING vs FULL SENSE,ONSIDE GAMING,FULL SENSE,2,0,ONSIDE GAMING won,"Saturday, August 22 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 2,DetonatioN FocusMe vs ZETA DIVISION,DetonatioN FocusMe,ZETA DIVISION,2,0,DetonatioN FocusMe won,"Saturday, August 22 3:40 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Lower Round 1,Team Liquid vs Eintracht Frankfurt,Team Liquid,Eintracht Frankfurt,2,1,Team Liquid won,"Saturday, August 22 7:30 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Lower Round 1,Team Vitality vs Fire Flux Esports,Team Vitality,Fire Flux Esports,1,2,Fire Flux Esports won,"Saturday, August 22 10:00 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 2,BESTIA vs G2 Esports,BESTIA,G2 Esports,0,2,G2 Esports won,"Sunday, August 23 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 2,Sentinels vs KRÜ Esports,Sentinels,KRÜ Esports,0,2,KRÜ Esports won,"Sunday, August 23 4:40 AM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 3,Sharper Esports vs ONSIDE GAMING,Sharper Esports,ONSIDE GAMING,1,2,ONSIDE GAMING won,"Sunday, August 23 1:30 PM IST"
VCT 2026: Pacific Stage 2,Main Event,Play-Ins: Lower Round 3,T1 vs DetonatioN FocusMe,T1,DetonatioN FocusMe,2,0,T1 won,"Sunday, August 23 4:30 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Lower Round 2,Enterprise Esports vs Team Liquid,Enterprise Esports,Team Liquid,0,2,Team Liquid won,"Sunday, August 23 7:30 PM IST"
VCT 2026: EMEA Stage 2,Playoffs,Lower Round 2,BBL Esports vs Fire Flux Esports,BBL Esports,Fire Flux Esports,0,2,Fire Flux Esports won,"Sunday, August 23 9:45 PM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 3,ENVY vs G2 Esports,ENVY,G2 Esports,1,2,G2 Esports won,"Monday, August 24 2:30 AM IST"
VCT 2026: Americas Stage 2,Main Event,Play-Ins: Lower Round 3,Evil Geniuses vs KRÜ Esports,Evil Geniuses,KRÜ Esports,2,1,Evil Geniuses won,"Monday, August 24 5:50 AM IST"
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Gentle Mates,EDward Gaming,2,0,Gentle Mates won,
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Xi Lai Gaming,NRG,0,2,NRG won,
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,G2 Esports,Paper Rex,0,2,Paper Rex won,
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,T1,Team Liquid,0,2,Team Liquid won,
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Paper Rex,NRG,2,1,Paper Rex won,
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Gentle Mates,Team Liquid,2,0,Gentle Mates won,
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,EDward Gaming,T1,0,2,T1 won,
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Xi Lai Gaming,G2 Esports,0,2,G2 Esports won,
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,NRG,Team Liquid,2,0,NRG won,
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,G2 Esports,T1,2,0,G2 Esports won,
Valorant Masters London 2026,Swiss Stage,Round 1,Team Vitality vs Dragon Ranger Gaming,Team Vitality,Dragon Ranger Gaming,2,0,Team Vitality won,
Valorant Masters London 2026,Swiss Stage,Round 1,FULL SENSE vs FUT Esports,FULL SENSE,FUT Esports,0,2,FUT Esports won,
Valorant Masters London 2026,Swiss Stage,Round 1,LEVIATÁN vs Global Esports,LEVIATÁN,Global Esports,2,1,LEVIATÁN won,
Valorant Masters London 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Xi Lai Gaming,NRG,0,2,NRG won,
Valorant Masters London 2026,Swiss Stage,Round 2 (1-0),Team Vitality vs FUT Esports,Team Vitality,FUT Esports,2,1,Team Vitality won,
Valorant Masters London 2026,Swiss Stage,Round 2 (1-0),NRG vs LEVIATÁN,NRG,LEVIATÁN,1,2,LEVIATÁN won,
Valorant Masters London 2026,Swiss Stage,Round 2 (0-1),Dragon Ranger Gaming vs Xi Lai Gaming,Dragon Ranger Gaming,Xi Lai Gaming,1,2,Xi Lai Gaming won,
Valorant Masters London 2026,Swiss Stage,Round 2 (0-1),Global Esports vs FULL SENSE,Global Esports,FULL SENSE,2,1,Global Esports won,
Valorant Masters London 2026,Swiss Stage,Round 3 (1-1),Global Esports vs Xi Lai Gaming,Global Esports,Xi Lai Gaming,1,2,Xi Lai Gaming won,
Valorant Masters London 2026,Swiss Stage,Round 3 (1-1),FUT Esports vs NRG,FUT Esports,NRG,2,1,FUT Esports won,
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,FURIA,Paper Rex,1,2,Paper Rex won,
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Nongshim RedForce,Gentle Mates,2,0,Nongshim RedForce won,
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,BBL Esports,NRG,1,2,NRG won,
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Gamers,G2 Esports,0,2,G2 Esports won,
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,FURIA,BBL Esports,1,2,BBL Esports won,
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Gentle Mates,All Gamers,1,2,All Gamers won,
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Nongshim RedForce,G2 Esports,2,1,Nongshim RedForce won,
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Paper Rex,NRG,0,2,NRG won,
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,G2 Esports,BBL Esports,2,0,G2 Esports won,
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Paper Rex,All Gamers,2,1,Paper Rex won,
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Nongshim RedForce,NRG,2,0,Nongshim RedForce won,
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Paper Rex,G2 Esports,2,1,Paper Rex won,
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,NRG,Paper Rex,1,3,Paper Rex won,
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Nongshim RedForce,Paper Rex,3,0,Nongshim RedForce won,
Valorant Masters London 2026,Playoffs,Upper Quarterfinals,G2 Esports vs Xi Lai Gaming,G2 Esports,Xi Lai Gaming,1,2,Xi Lai Gaming won,
Valorant Masters London 2026,Playoffs,Upper Quarterfinals,EDward Gaming vs FUT Esports,EDward Gaming,FUT Esports,2,1,EDward Gaming won,
Valorant Masters London 2026,Playoffs,Upper Quarterfinals,Paper Rex vs LEVIATÁN,Paper Rex,LEVIATÁN,2,0,Paper Rex won,
Valorant Masters London 2026,Playoffs,Upper Quarterfinals,Team Heretics vs Team Vitality,Team Heretics,Team Vitality,0,2,Team Vitality won,
Valorant Masters London 2026,Playoffs,Lower Round 1,G2 Esports vs FUT Esports,G2 Esports,FUT Esports,0,2,FUT Esports won,
Valorant Masters London 2026,Playoffs,Lower Round 1,LEVIATÁN vs Team Heretics,LEVIATÁN,Team Heretics,2,1,LEVIATÁN won,
Valorant Masters London 2026,Playoffs,Upper Semifinals,Xi Lai Gaming vs EDward Gaming,Xi Lai Gaming,EDward Gaming,1,2,EDward Gaming won,
Valorant Masters London 2026,Playoffs,Upper Semifinals,Paper Rex vs Team Vitality,Paper Rex,Team Vitality,2,1,Paper Rex won,
Valorant Masters London 2026,Playoffs,Lower Round 2,Team Vitality vs FUT Esports,Team Vitality,FUT Esports,2,0,Team Vitality won,
Valorant Masters London 2026,Playoffs,Lower Round 2,Xi Lai Gaming vs LEVIATÁN,Xi Lai Gaming,LEVIATÁN,0,2,LEVIATÁN won,
Valorant Masters London 2026,Playoffs,Upper Final,EDward Gaming vs Paper Rex,EDward Gaming,Paper Rex,1,2,Paper Rex won,
Valorant Masters London 2026,Playoffs,Lower Round 3,Team Vitality vs LEVIATÁN,Team Vitality,LEVIATÁN,0,2,LEVIATÁN won,
Valorant Masters London 2026,Playoffs,Lower Final,EDward Gaming vs LEVIATÁN,EDward Gaming,LEVIATÁN,0,3,LEVIATÁN won,
Esports World Cup 2026,Group Stage,Opening (A),Rex Regum Qeon vs 100 Thieves,Rex Regum Qeon,100 Thieves,0,2,100 Thieves won,"Thursday, July 2 4:30 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Opening (A),BBL Esports vs EDward Gaming,BBL Esports,EDward Gaming,2,1,BBL Esports won,"Thursday, July 2 4:30 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Winner's (A),100 Thieves vs BBL Esports,100 Thieves,BBL Esports,2,1,100 Thieves won,"Saturday, July 4 4:30 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Elimination (A),Rex Regum Qeon vs EDward Gaming,Rex Regum Qeon,EDward Gaming,0,2,EDward Gaming won,"Saturday, July 4 4:30 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Decider (A),BBL Esports vs EDward Gaming,BBL Esports,EDward Gaming,2,0,BBL Esports won,"Monday, July 6 4:30 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Opening (B),Team Vitality vs Karmine Corp,Team Vitality,Karmine Corp,2,0,Team Vitality won,"Thursday, July 2 8:30 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Opening (B),NRG vs Paper Rex,NRG,Paper Rex,2,1,NRG won,"Thursday, July 2 9:20 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Winner's (B),Team Vitality vs NRG,Team Vitality,NRG,2,1,Team Vitality won,"Saturday, July 4 6:40 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Elimination (B),Karmine Corp vs Paper Rex,Karmine Corp,Paper Rex,2,1,Karmine Corp won,"Saturday, July 4 8:00 PM IST Patch 13.0"
Esports World Cup 2026,Group Stage,Decider (B),NRG vs Karmine Corp,NRG,Karmine Corp,2,1,NRG won,"Monday, July 6 6:35 PM IST Patch 13.0"
